Loss-History
12470108.0
8816600.0
8634915.0
6718210.5
7137230.5
5207100.0
5596377.5
3663118.5
3293616.5
2713803.75
2482667.5
2694628.5
2334057.5
3054371.75
2391398.75
2812044.75
2297457.5
2980131.75
2250502.25
2666548.25
2429786.25
2275554.75
2503829.75
2203724.75
2341933.75
2308047.75
2204440.5
2331640.25
2198927.25
2243226.25
2239114.75
2193973.5
2235283.75
2184906.5
2203555.0
2192603.0
2187500.0
2189703.0
2176308.25
2187339.25
2176883.25
2175519.0
2179231.5
2171870.5
2174235.0
2174609.75
2172765.75
2171866.0
2169864.5
2170324.0
2167562.25
2169505.25
2166948.25
2168357.5
2166628.0
2166627.25
2165791.25
2166408.75
2165028.0
2165145.25
2164348.25
2164439.5
2163947.25
2164018.5
2163691.25
2164192.0
2163647.0
2163255.0
2163323.5
2163209.0
2163089.0
2163037.25
2162919.75
2162819.25
2162815.25
2162741.5
2162686.5
2162610.5
2162603.0
2162535.75
2162458.25
2162430.25
2162386.0
2162345.75
2162276.5
2162218.25
2162189.0
2162173.0
2162098.0
2162057.75
2162031.75
2162012.0
2161982.0
2161953.5
2161986.75
2162214.75
2162726.25
2162894.5
2162200.75
2161893.25
